context_participant,context_block_code,subject,grade,blockContent,language,accommodation,modality,context_accession_number,context_accession_number,act_seq_acc,n_enter_screen,n_exit_screen,n_exit_block,n_enter_block,n_enter_item,n_next_button,n_exit_item,n_enter_assessment,n_change_page,n_change_tab,n_show_help,n_hide_help,n_trigger_scroll,n_activate_tts,n_top_button,n_speak_tts,n_deactivate_tts,n_open_activitypanel,n_click_button,n_bottomreached_scroll,n_play_speechbubble,n_out_zoom,n_change_theme,n_click_lbb,n_play_mediaplayer,n_captionon_mediaplayer,n_end_mediaplayer,n_close_activitypanel,n_pause_speechbubble,n_click_sip,n_select_sip,n_update_sip,n_update_singleselect,n_clear_singleselect,n_in_zoom,n_update_multiselect,n_update_textinput,n_scrub_mediaplayer,n_previous_button,n_clear_multiselect,n_activate_scratchwork,n_start_scratchwork,n_end_scratchwork,n_update_scratchwork,n_clear_scratchwork,n_erasemode_scratchwork,n_deactivate_scratchwork,n_more_button,n_captionoff_mediaplayer,n_pause_mediaplayer,n_changevolume_mediaplayer,n_highlightmode_scratchwork,n_mute_mediaplayer,n_hide_timer,n_show_timer,enter_screen_bool,exit_screen_bool,exit_block_bool,enter_block_bool,enter_item_bool,next_button_bool,exit_item_bool,enter_assessment_bool,change_page_bool,change_tab_bool,show_help_bool,hide_help_bool,trigger_scroll_bool,activate_tts_bool,top_button_bool,speak_tts_bool,deactivate_tts_bool,ope_bool,click_button_bool,bottomreached_scroll_bool,play_speechbubble_bool,out_zoom_bool,change_theme_bool,click_lbb_bool,play_mediaplayer_bool,captiono_bool,end_mediaplayer_bool,close_activitypanel_bool,pause_speechbubble_bool,click_sip_bool,select_sip_bool,update_sip_bool,update_singleselect_bool,clear_singleselect_bool,i_bool,update_multiselect_bool,update_textinput_bool,scrub_mediaplayer_bool,previous_button_bool,clear_multiselect_bool,activate_scratchwork_bool,start_scratchwork_bool,end_scratchwork_bool,update_scratchwork_bool,clear_scratchwork_bool,erasemode_scratchwork_bool,deactivate_scratchwork_bool,more_button_bool,captionoff_mediaplayer_bool,pause_mediaplayer_bool,changevolume_mediaplayer_bool,highlightmode_scratchwork_bool,mute_mediaplayer_bool,hide_timer_bool,show_timer_bool,n_modalitychanged,modalitychanged_bool
CL75JD,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,touch,VH492843,VH492843,"['change_theme', 'change_theme', 'change_theme', 'change_theme', 'change_theme', 'change_theme', 'change_theme', 'change_theme', 'change_theme', 'change_theme', 'change_theme', 'change_theme', 'change_theme', 'change_theme', 'change_theme', 'change_theme', 'change_theme', 'change_theme', 'activate_scratchwork', 'end_scratchwork', 'end_scratchwork', 'start_scratchwork', 'end_scratchwork', 'start_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'update_scratchwork', 'clear_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'end_scratchwork', 'erasemode_scratchwork', 'update_scratchwork', 'clear_scratchwork', 'deactivate_scratchwork', 'activate_scratchwork', 'deactivate_scratchwork', 'next_button']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,2,2,1,2,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,16,True
CQ99ZR,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,mouse,VH492843,VH492843,['next_button'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
DW59WB,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,mouse,VH492843,VH492843,"['activate_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'next_button']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
HX55MS,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,mouse,VH492843,VH492843,['next_button'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
KG28DY,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,mouse,VH492843,VH492843,"['activate_scratchwork', 'highlightmode_scratchwork', 'start_scratchwork', 'end_scratchwork', 'start_scratchwork', 'end_scratchwork', 'start_scratchwork', 'end_scratchwork', 'start_scratchwork', 'end_scratchwork', 'start_scratchwork', 'end_scratchwork', 'deactivate_scratchwork', 'next_button']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,0,0,1,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,1,True
PM43WS,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,mouse,VH492843,VH492843,['next_button'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
QZ48YC,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,mouse,VH492843,VH492843,['next_button'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
ST95PY,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,mouse,VH492843,VH492843,['next_button'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
VB26NM,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,mouse,VH492843,VH492843,['next_button'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
ZB59GL,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,touch,VH492843,VH492843,['next_button'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
BJ56YC,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,mouse,VH574406,VH574406,"['next_button', 'change_tab', 'change_tab', 'show_help', 'hide_help', 'show_help', 'trigger_scroll', 'activate_tts', 'top_button', 'trigger_scroll', 'speak_tts', 'speak_tts', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'speak_tts', 'speak_tts', 'speak_tts', 'speak_tts', 'trigger_scroll', 'speak_tts', 'trigger_scroll', 'speak_tts', 'trigger_scroll', 'speak_tts', 'speak_tts', 'trigger_scroll', 'speak_tts', 'speak_tts', 'trigger_scroll', 'speak_tts', 'trigger_scroll', 'trigger_scroll', 'speak_tts', 'deactivate_tts', 'hide_help', 'click_button', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'trigger_scroll', 'trigger_scroll', 'next_button', 'next_button', 'click_button', 'next_button', 'click_button', 'next_button', 'next_button', 'click_button', 'next_button', 'next_button', 'next_button', 'next_button', 'next_button', 'play_speechbubble', 'next_button', 'click_button', 'next_button', 'next_button', 'play_speechbubble', 'next_button', 'click_lbb', 'next_button', 'click_button', 'play_mediaplayer', 'captionon_mediaplayer', 'end_mediaplayer', 'next_button', 'next_button', 'next_button', 'next_button', 'next_button', 'next_button']",0,0,0,0,0,22,0,0,0,2,2,2,18,1,1,14,1,0,6,5,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,34,True
BJ56YC,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,touch,VH574406,VH574406,"['change_page', 'next_button', 'change_page', 'change_tab', 'next_button', 'change_page', 'change_page', 'change_page', 'change_page', 'change_page', 'change_page', 'change_page', 'open_activitypanel', 'click_button', 'open_activitypanel', 'click_button', 'next_button', 'trigger_scroll', 'out_zoom', 'out_zoom', 'out_zoom', 'top_button', 'trigger_scroll', 'change_theme', 'click_button', 'next_button', 'next_button', 'change_tab', 'click_button', 'play_speechbubble', 'close_activitypanel', 'open_activitypanel', 'play_speechbubble', 'close_activitypanel', 'change_page', 'change_page', 'change_page', 'next_button', 'pause_speechbubble', 'play_speechbubble', 'next_button', 'next_button', 'next_button', 'next_button']",0,0,0,0,0,10,0,0,12,2,0,0,2,0,1,0,0,3,4,0,3,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,True,False,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,True
BK29BH,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,touch,VH574406,VH574406,"['change_page', 'change_page', 'change_page', 'close_activitypanel', 'change_page', 'change_page', 'change_page', 'change_page', 'change_page', 'next_button', 'click_button', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'trigger_scroll', 'next_button', 'bottomreached_scroll', 'next_button', 'click_button', 'next_button', 'next_button', 'next_button', 'click_button', 'next_button', 'next_button', 'click_button', 'next_button', 'next_button', 'next_button', 'next_button', 'next_button', 'next_button', 'click_button', 'next_button', 'bottomreached_scroll', 'trigger_scroll', 'click_button', 'next_button', 'next_button', 'next_button', 'click_lbb', 'next_button', 'next_button', 'click_button', 'play_mediaplayer', 'end_mediaplayer', 'next_button', 'next_button', 'next_button', 'next_button', 'next_button', 'next_button', 'click_button', 'next_button', 'next_button', 'click_button', 'next_button', 'next_button', 'next_button', 'next_button']",0,0,0,0,0,32,0,0,8,0,0,0,51,0,0,0,0,0,9,12,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46,True
BN39GX,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,mouse,VH574406,VH574406,"['click_button', 'trigger_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'trigger_scroll', 'next_button', 'bottomreached_scroll', 'next_button', 'click_button', 'next_button', 'next_button', 'click_button', 'next_button', 'next_button', 'next_button', 'play_speechbubble', 'play_speechbubble', 'play_speechbubble', 'pause_speechbubble', 'play_speechbubble', 'play_speechbubble', 'play_speechbubble', 'play_speechbubble', 'next_button', 'click_button', 'next_button', 'bottomreached_scroll', 'trigger_scroll', 'click_button', 'next_button', 'next_button', 'next_button', 'next_button', 'next_button', 'click_button', 'play_mediaplayer', 'scrub_mediaplayer', 'scrub_mediaplayer', 'scrub_mediaplayer', 'end_mediaplayer', 'next_button', 'next_button', 'change_page', 'click_button', 'next_button', 'next_button', 'play_speechbubble', 'pause_speechbubble', 'play_speechbubble', 'play_speechbubble', 'play_speechbubble', 'next_button', 'change_page', 'change_page', 'change_page', 'next_button', 'next_button', 'next_button', 'play_speechbubble', 'click_button', 'next_button', 'next_button', 'click_button', 'play_speechbubble', 'next_button', 'next_button', 'next_button', 'next_button']",0,0,0,0,0,28,0,0,4,0,0,0,30,0,0,0,0,0,9,16,13,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,53,True
BW53YN,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,keyboard,VH574406,VH574406,['change_page'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,True
BW53YN,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,mouse,VH574406,VH574406,"['change_page', 'change_page', 'open_activitypanel', 'click_button', 'next_button', 'click_button', 'next_button', 'next_button', 'click_button', 'next_button', 'bottomreached_scroll', 'trigger_scroll', 'change_page', 'change_page', 'change_page', 'change_page', 'change_page', 'next_button', 'click_button', 'next_button', 'next_button', 'next_button', 'play_speechbubble', 'next_button', 'previous_button', 'play_speechbubble', 'next_button']",0,0,0,0,0,10,0,0,7,0,0,0,1,0,0,0,0,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19,True
BW53YN,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,touch,VH574406,VH574406,"['click_button', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'trigger_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'trigger_scroll', 'bottomreached_scroll', 'bottomreached_scroll', 'trigger_scroll', 'next_button', 'bottomreached_scroll', 'next_button', 'next_button', 'next_button', 'next_button', 'next_button', 'next_button', 'click_button', 'next_button', 'click_button', 'next_button', 'next_button', 'next_button', 'next_button', 'next_button', 'click_button', 'play_mediaplayer', 'end_mediaplayer', 'next_button', 'next_button', 'change_page', 'change_page', 'change_page', 'change_page', 'next_button', 'next_button', 'next_button', 'click_button', 'next_button']",0,0,0,0,0,19,0,0,4,0,0,0,67,0,0,0,0,0,5,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,26,True
CB84XV,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,mouse,VH574406,VH574406,"['change_page', 'play_speechbubble', 'click_button', 'click_button', 'next_button', 'next_button', 'change_page', 'click_button', 'next_button', 'play_speechbubble', 'open_activitypanel', 'next_button', 'next_button', 'next_button', 'play_speechbubble', 'next_button', 'click_lbb', 'next_button', 'change_page', 'change_page', 'open_activitypanel', 'next_button', 'next_button', 'next_button', 'play_speechbubble', 'click_button', 'next_button', 'next_button', 'play_speechbubble', 'next_button', 'next_button', 'next_button', 'next_button']",0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,0,0,2,4,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27,True
CB84XV,2419RE1R71CLIT30EX,Reading,4th Grade,Cog,English,no accom,touch,VH574406,VH574406,"['change_tab', 'change_tab', 'open_activitypanel', 'next_button', 'close_activitypanel', 'next_button', 'next_button']",0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True
